way_id,highway,road_name,length_m,boundary_validation_status,traffic_match,traffic_source_type,traffic_match_method,traffic_available,vol_mean,vol_mean_display,spd_mean,trvlTime_mean,traffic_rows_used,centroid_lon,centroid_lat
580149845,service,,222.5,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02412391,37.39343124
580149847,service,,190.64,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02431265,37.3930104
580149848,service,,25.19,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02390892,37.39406577
580149851,service,,117.01,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02074149,37.3731296
580149852,path,,485.54,crossing_boundary,no_match,none,no_match,no,,미제공,,,,127.02667691,37.37283185
580149853,service,,529.34,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.02239955,37.37291849
580162057,path,,506.02,inside,no_match,none,no_match,no,,미제공,,,,126.96277023,37.34596891
580162058,path,,303.69,inside,no_match,none,no_match,no,,미제공,,,,126.96417037,37.3448568
580162060,footway,,180.77,inside,no_match,none,no_match,no,,미제공,,,,126.96970111,37.34443726
580162061,path,,459.11,inside,no_match,none,no_match,no,,미제공,,,,126.96371534,37.34726086
580162063,path,,649.8,inside,no_match,none,no_match,no,,미제공,,,,126.96749804,37.34213125
580162065,path,,861.96,inside,no_match,none,no_match,no,,미제공,,,,126.96017602,37.34061168
580162067,path,,996.73,crossing_boundary,no_match,none,no_match,no,,미제공,,,,126.96173209,37.34374839
580162068,footway,,12.55,inside,no_match,none,no_match,no,,미제공,,,,126.9674123,37.3379802
580162070,footway,,55.13,inside,no_match,none,no_match,no,,미제공,,,,126.96737009,37.3380524
580162071,path,한남정맥,489.41,inside,no_match,none,no_match,no,,미제공,,,,126.96595657,37.33950735
580162073,path,,75.35,inside,no_match,none,no_match,no,,미제공,,,,126.97317062,37.33661297
580162075,unclassified,,19.79,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99295735,37.35464991
580162076,unclassified,,55.23,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9929417,37.3549751
580162078,unclassified,,522.39,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99518329,37.35588955
580162079,cycleway,,829.08,inside,no_match,none,no_match,no,,미제공,,,,126.99029281,37.35193521
580162082,path,,513.4,inside,no_match,none,no_match,no,,미제공,,,,126.98566583,37.34702432
580162084,cycleway,,555.7,inside,no_match,none,no_match,no,,미제공,,,,126.98396372,37.34260135
580162085,residential,,125.01,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98188872,37.33999746
580162087,cycleway,,246.19,inside,no_match,none,no_match,no,,미제공,,,,126.98177834,37.33954999
580162089,footway,,71.88,inside,no_match,none,no_match,no,,미제공,,,,126.97956846,37.33847498
580162091,path,,178.94,inside,no_match,none,no_match,no,,미제공,,,,126.97252244,37.33768412
580162094,services,의왕휴게소,413.63,inside,no_match,none,no_match,no,,미제공,,,,126.98525694,37.34695273
580162098,services,의왕휴게소,260.98,inside,no_match,none,no_match,no,,미제공,,,,126.98451945,37.3488258
580162100,footway,,92.64,inside,no_match,none,no_match,no,,미제공,,,,126.98485951,37.34699441
580162101,footway,,138.68,inside,no_match,none,no_match,no,,미제공,,,,126.98436382,37.34749245
580162103,steps,,15.06,inside,no_match,none,no_match,no,,미제공,,,,126.98501222,37.34716372
580162104,steps,,33.9,inside,no_match,none,no_match,no,,미제공,,,,126.98380891,37.34790517
580162106,footway,,85.28,inside,no_match,none,no_match,no,,미제공,,,,126.98444592,37.3486637
580162107,footway,,329.87,inside,no_match,none,no_match,no,,미제공,,,,126.98334932,37.34717083
580288722,residential,백운안길,595.19,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00572386,37.36810411
580288723,residential,백운호수로1길,98.7,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00401354,37.36699373
580288724,residential,백운중앙로4길,350.36,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01189059,37.37187137
580288725,secondary,백운로,896.85,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,127.00178765,37.3765979
580288726,tertiary,백운호수로2길,136.22,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,127.00405139,37.37287773
580288727,tertiary,백운중앙로,312.31,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,127.01024883,37.372544
580288728,tertiary,백운호수로,233.49,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,127.00559867,37.37271106
580288729,secondary,백운로,599.4,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,127.00239365,37.37031715
580617400,primary,안양판교로,27.72,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.0046552,37.3893873
580617401,primary,안양판교로,113.65,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00411218,37.38892396
580617402,primary,안양판교로,94.2,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00399904,37.38900825
580617403,primary,안양판교로,29.52,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.0044834,37.38940785
580617404,primary,안양판교로,30.21,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.0034631,37.3885404
580617405,primary,안양판교로,575.77,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00015015,37.38846587
580617406,primary,안양판교로,570.01,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00016091,37.38859849
580617407,primary,안양판교로,30.42,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.0034349,37.3886776
580617408,primary,안양판교로,38.06,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00949788,37.39216173
580617409,primary,안양판교로,768.96,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.01392293,37.39297611
580617410,primary,안양판교로,39.59,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.01828192,37.39406903
580617411,primary,안양판교로,1017.45,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.0241997,37.39437003
580617412,primary,안양판교로,34.98,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.01830865,37.39397045
580617413,primary,안양판교로,766.41,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.0139988,37.39286417
580617414,primary,안양판교로,55.59,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00949886,37.39201701
580617415,primary,안양판교로,483.56,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,127.00686029,37.39083762
581382170,tertiary,학현로,34.08,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,127.0088438,37.39183035
581382172,tertiary,학현로,22.01,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,127.00908285,37.3916777
582107246,cycleway,,116.96,inside,no_match,none,no_match,no,,미제공,,,,126.96128676,37.35618377
582107253,service,,313.8,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.97416242,37.34455943
582107254,cycleway,,497.72,inside,no_match,none,no_match,no,,미제공,,,,126.97104861,37.34165786
582107256,primary_link,,200.8,crossing_boundary,inferred,inferred,inferred_nearest_family,yes,3.338,3.338,40.89,32.979,1558,126.9852159,37.32797763
582107258,motorway_link,,139.67,inside,inferred,inferred,inferred_nearest_family,yes,15.786,15.786,64.928,44.817,542,126.98205635,37.33302485
582107259,footway,,17.37,inside,no_match,none,no_match,no,,미제공,,,,126.9824983,37.33177595
582107260,motorway_link,,131.14,inside,inferred,inferred,inferred_nearest_family,yes,15.786,15.786,64.928,44.817,542,126.98211408,37.33231291
582107261,cycleway,,46.43,inside,no_match,none,no_match,no,,미제공,,,,126.98312158,37.33065192
582107262,service,통미마을길,18.38,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.97961755,37.3401466
582107263,service,통미마을길,200.78,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.97982884,37.33917553
582107264,footway,,284.94,inside,no_match,none,no_match,no,,미제공,,,,126.97875536,37.3416037
582107265,footway,,21.65,inside,no_match,none,no_match,no,,미제공,,,,126.97942405,37.34055654
582107266,trunk_link,,17.62,inside,inferred,inferred,inferred_family_median,yes,0,0,57.511,25.275,113,126.97950135,37.34016225
582107267,trunk_link,,52.23,inside,inferred,inferred,inferred_family_median,yes,0,0,57.511,25.275,113,126.97952965,37.3398493
582107268,trunk_link,,16.63,inside,inferred,inferred,inferred_family_median,yes,0,0,57.511,25.275,113,126.97890135,37.34023955
582107269,trunk_link,,36.64,inside,inferred,inferred,inferred_family_median,yes,0,0,57.511,25.275,113,126.97887673,37.34047792
582107270,footway,,34.02,inside,no_match,none,no_match,no,,미제공,,,,126.97394357,37.34597299
582107271,footway,,457.25,inside,no_match,none,no_match,no,,미제공,,,,126.97379954,37.34627879
582107272,footway,,21.79,inside,no_match,none,no_match,no,,미제공,,,,126.9748889,37.34454122
582107273,cycleway,,26.43,inside,no_match,none,no_match,no,,미제공,,,,126.97121529,37.34835306
582107274,steps,,14.08,inside,no_match,none,no_match,no,,미제공,,,,126.9632353,37.35530855
582107275,steps,,22.52,inside,no_match,none,no_match,no,,미제공,,,,126.96325915,37.35565795
582107276,cycleway,안양천 자전거도로,1.68,inside,no_match,none,no_match,no,,미제공,,,,126.9632452,37.35554975
582107277,cycleway,,26.44,inside,no_match,none,no_match,no,,미제공,,,,126.96446754,37.35519209
582107278,steps,,28.46,inside,no_match,none,no_match,no,,미제공,,,,126.96623158,37.35403092
582107279,steps,,27.11,inside,no_match,none,no_match,no,,미제공,,,,126.96903965,37.35242258
582107280,primary,고천지하차도,192.04,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97674408,37.34353256
582107281,primary,고천지하차도,202.57,inside,matched,observed,route_no_ref_match,yes,3.338,3.338,40.89,32.979,1558,126.97493971,37.34636287
582713233,secondary,백운로,345.6,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,126.9974174,37.38768989
582713234,secondary,,19.71,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,126.9982015,37.3861934
583396704,secondary,백운로,281.9,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,126.99863843,37.38488306
583396705,secondary,백운로,15.27,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,126.99910095,37.38337935
584352883,motorway,수원문산고속도로,1724.04,crossing_boundary,matched,observed,route_no_ref_match,yes,0.937,0.937,60.777,27.718,806,126.93588128,37.3025585
585392815,tertiary_link,,6.26,inside,inferred,inferred,inferred_family_median,yes,0,0,17.5,4.5,35,126.98454765,37.3921479
585392816,tertiary,포일로,14.03,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,35,126.9841164,37.39235195
585392819,primary,안양판교로,47.27,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.9919101,37.39039185
585392820,primary,안양판교로,284.68,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.98991953,37.39122519
585392821,primary,안양판교로,285.32,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.98997667,37.39130768
585392822,primary,안양판교로,33.1,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.99151045,37.39056445
585392823,primary,안양판교로,45.85,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.9965649,37.3892081
585392824,primary,안양판교로,18.63,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.99692055,37.3891433
585392825,primary,안양판교로,374.79,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.99407471,37.38963211
585392826,primary,안양판교로,387.92,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.99420064,37.3897141
585392827,primary,안양판교로,623.92,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.984471,37.39562246
585392828,primary,안양판교로,620.87,inside,matched,observed,route_no_ref_match,yes,0,0,35.356,29.722,205,126.98433834,37.39554269
588070041,footway,,20.11,inside,no_match,none,no_match,no,,미제공,,,,126.9434392,37.30161545
588988713,service,,91.42,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95100142,37.30425545
588988715,footway,습지데크,9.81,inside,no_match,none,no_match,no,,미제공,,,,126.9523209,37.30710175
588988716,path,,44.41,inside,no_match,none,no_match,no,,미제공,,,,126.95251245,37.30662049
588988717,footway,습지데크,9.53,inside,no_match,none,no_match,no,,미제공,,,,126.9526339,37.30723665
588988718,footway,습지데크,20.72,inside,no_match,none,no_match,no,,미제공,,,,126.9526984,37.3069052
588988719,footway,,5.67,inside,no_match,none,no_match,no,,미제공,,,,126.95266295,37.30730085
588988720,footway,,2.66,inside,no_match,none,no_match,no,,미제공,,,,126.95228375,37.3070541
588988721,footway,,6.32,inside,no_match,none,no_match,no,,미제공,,,,126.95285675,37.3069608
588988722,footway,,3.56,inside,no_match,none,no_match,no,,미제공,,,,126.9521767,37.3074055
588988723,footway,습지데크,116.5,inside,no_match,none,no_match,no,,미제공,,,,126.95247872,37.30718219
588988725,footway,,24.38,inside,no_match,none,no_match,no,,미제공,,,,126.95163245,37.30896002
588988726,footway,습지데크,11.99,inside,no_match,none,no_match,no,,미제공,,,,126.9514505,37.3088994
588988727,footway,,13.47,inside,no_match,none,no_match,no,,미제공,,,,126.95086499,37.30908912
588988728,footway,,116.7,inside,no_match,none,no_match,no,,미제공,,,,126.95165586,37.3081199
588988730,footway,,9.1,inside,no_match,none,no_match,no,,미제공,,,,126.95816345,37.30583215
588988731,footway,,8.47,inside,no_match,none,no_match,no,,미제공,,,,126.9581337,37.30642035
589238141,residential,백운호수로3길,209.62,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00924216,37.37322991
589385338,footway,,44.85,inside,no_match,none,no_match,no,,미제공,,,,126.9508519,37.30977626
589385339,footway,,117.08,inside,no_match,none,no_match,no,,미제공,,,,126.95364665,37.30626649
589385340,path,,23.83,inside,no_match,none,no_match,no,,미제공,,,,126.95211323,37.30691286
589385341,path,,84.57,inside,no_match,none,no_match,no,,미제공,,,,126.95222362,37.3064552
589385342,path,,143.13,inside,no_match,none,no_match,no,,미제공,,,,126.95206826,37.3062687
589385343,path,,49.99,inside,no_match,none,no_match,no,,미제공,,,,126.95241361,37.30655403
589385344,footway,,3.82,inside,no_match,none,no_match,no,,미제공,,,,126.952661,37.30679895
589385345,footway,,135.3,inside,no_match,none,no_match,no,,미제공,,,,126.95304618,37.30605828
589385346,footway,,278.63,inside,no_match,none,no_match,no,,미제공,,,,126.95300775,37.30575582
589385347,path,,143.79,inside,no_match,none,no_match,no,,미제공,,,,126.95222934,37.30681258
589385348,footway,,13.24,inside,no_match,none,no_match,no,,미제공,,,,126.95123375,37.30963005
589385349,path,,21.22,inside,no_match,none,no_match,no,,미제공,,,,126.95110659,37.30838819
589958721,trunk_link,,57.57,inside,inferred,inferred,inferred_family_median,yes,0,0,57.511,25.275,113,126.96097984,37.30315559
589958722,trunk_link,,52.56,inside,inferred,inferred,inferred_family_median,yes,0,0,57.511,25.275,113,126.96066017,37.30333288
593212462,footway,,42.84,inside,no_match,none,no_match,no,,미제공,,,,126.95120882,37.31345419
593212463,footway,,129.54,inside,no_match,none,no_match,no,,미제공,,,,126.95058681,37.31366424
593212464,footway,,128.01,inside,no_match,none,no_match,no,,미제공,,,,126.95054798,37.31357289
593212465,footway,,141.75,inside,no_match,none,no_match,no,,미제공,,,,126.95116001,37.3138741
593212466,footway,,15.49,inside,no_match,none,no_match,no,,미제공,,,,126.9510017,37.3140471
593212472,service,,51.4,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9489015,37.32048657
598536142,unclassified,,31.89,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94854945,37.32344734
598536143,unclassified,,158.28,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95236157,37.32774482
598536144,service,,506.11,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.94977647,37.32463666
598536145,residential,,198.09,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95690697,37.32925369
598536146,residential,오봉산단2로,211.96,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95505552,37.32967316
598536149,unclassified,,65.72,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95249219,37.3283734
598536150,unclassified,,40.55,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95220804,37.32811898
600021538,cycleway,청계천 자전거길,1552.48,inside,no_match,none,no_match,no,,미제공,,,,126.99804087,37.39077934
600021539,footway,,76.52,inside,no_match,none,no_match,no,,미제공,,,,126.99665308,37.38941403
600751482,track,,59.75,crossing_boundary,no_match,none,no_match,no,,미제공,,,,126.9322113,37.30787639
600751485,residential,,1026.54,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93723403,37.30610304
600777646,motorway_link,,437.11,inside,inferred,inferred,inferred_nearest_family,yes,15.786,15.786,64.928,44.817,542,127.00464865,37.39883069
600902193,service,,187.79,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9906721,37.40637264
601034113,residential,,189.28,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93672479,37.30685378
601034115,residential,,605.81,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93515652,37.30861495
601034118,residential,,241.88,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93375846,37.30977533
601034121,residential,,463.61,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93678149,37.31110122
601034124,residential,,189.29,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93674591,37.31119112
601034127,residential,,398.57,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.93975393,37.30295143
601034139,track,,249.83,crossing_boundary,no_match,none,no_match,no,,미제공,,,,126.93697221,37.30220181
601034142,residential,,512.18,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9387803,37.30388705
601304672,cycleway,학의천자전거길,298.7,inside,no_match,none,no_match,no,,미제공,,,,126.98762127,37.39026295
601304673,footway,,424.52,inside,no_match,none,no_match,no,,미제공,,,,126.98704345,37.39050636
601304674,service,,148.14,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.99652945,37.38570625
603004210,service,,21.51,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9580228,37.33796095
603004211,service,,28.93,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9569054,37.3422286
603004212,service,,159.38,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95602076,37.34239451
603004213,service,,308.9,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95863042,37.34167129
603004214,service,,45.37,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95446495,37.3412572
603004215,residential,,364.2,crossing_boundary,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95496527,37.34213773
603299894,footway,,180.85,inside,no_match,none,no_match,no,,미제공,,,,126.95398746,37.30637266
604093255,residential,백운안3길,108.0,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00747679,37.36900795
604093257,residential,백운안2길,105.29,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00752461,37.36933675
604093259,residential,백운안1길,223.36,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00785214,37.36939725
604093261,residential,백운안4길,153.54,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00763924,37.3686311
604093366,residential,백운중앙로7길,135.41,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.0121438,37.37457909
604093368,residential,백운중앙로6길,147.28,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01195168,37.37380313
604093370,residential,백운중앙로5길,148.67,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01049149,37.37429655
604093372,residential,백운호수로7길,166.92,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.01009517,37.37350073
604093375,residential,백운호수로6길,83.03,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00968375,37.37392617
604093377,residential,백운호수로5길,154.02,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00936323,37.37358386
604093379,residential,백운호수로4길,203.94,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,127.00846286,37.37311788
604093407,residential,장안남북로5길,73.09,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9584916,37.32040615
604093409,service,,13.6,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.96323305,37.32011975
604093411,residential,장안로1길,141.24,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.96485271,37.3210314
604093413,residential,,16.4,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9602079,37.3185488
604093415,unclassified,부곡사길,226.97,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95946655,37.31776373
604093416,residential,부곡중앙남7길,130.13,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9569406,37.31913093
604093418,residential,,22.22,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9567745,37.31772825
604093420,pedestrian,,114.77,inside,no_match,none,no_match,no,,미제공,,,,126.95834646,37.31924105
604093422,residential,장안남북로4길,74.91,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9585282,37.3198798
604093424,residential,장안남북로3길,75.54,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9585529,37.3194675
604093426,residential,장안남북로2길,76.2,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9585789,37.3190371
604093428,residential,장안남북로1길,168.7,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95813614,37.31926145
604093430,residential,장안남북로1길,76.84,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95860355,37.31862775
606971869,service,,57.34,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9868382,37.38936295
606971871,footway,,9.89,inside,no_match,none,no_match,no,,미제공,,,,126.9868828,37.38933405
606971874,service,,16.61,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98673875,37.3899828
606971877,service,,193.16,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98734686,37.38910854
606971881,service,,122.16,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98740835,37.3885818
606971883,service,,9.52,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98746405,37.3886695
606991712,service,,139.18,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98644589,37.3897963
606991713,service,,20.71,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98677198,37.38970876
607123636,service,,41.96,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9859201,37.388436
607123646,service,,22.79,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98438535,37.38920225
607123647,service,,62.76,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98680229,37.38882476
607123655,service,,102.24,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9846695,37.3877662
607123656,service,,27.9,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98563185,37.3884263
607123658,service,,67.32,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9854233,37.3881434
607123660,service,,112.43,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98538538,37.38886491
607123661,service,,112.33,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98513176,37.38912154
607123662,service,,229.84,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98595154,37.38874721
607123663,service,,106.83,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98513837,37.38893018
607123665,footway,,29.97,inside,no_match,none,no_match,no,,미제공,,,,126.98647037,37.38931171
607123666,service,,49.98,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98638215,37.38903925
607123667,service,,46.24,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9867283,37.38903869
607123668,service,,576.17,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98500108,37.38881436
607123669,service,,137.71,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98485821,37.38858
607130788,footway,,7.23,inside,no_match,none,no_match,no,,미제공,,,,126.98597566,37.38921196
607130789,footway,,9.57,inside,no_match,none,no_match,no,,미제공,,,,126.98604225,37.3899564
607130790,service,,137.32,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98598766,37.3899956
607130791,footway,,19.81,inside,no_match,none,no_match,no,,미제공,,,,126.98587735,37.38949565
607130792,footway,,13.01,inside,no_match,none,no_match,no,,미제공,,,,126.98583572,37.38979453
607130793,footway,,64.81,inside,no_match,none,no_match,no,,미제공,,,,126.98578488,37.38974979
607130794,footway,,92.11,inside,no_match,none,no_match,no,,미제공,,,,126.98580786,37.38944894
607130795,footway,,12.12,inside,no_match,none,no_match,no,,미제공,,,,126.98652625,37.38933885
607137802,unclassified,,154.22,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.98705068,37.39191474
607278462,secondary,백운로,107.21,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,127.00127999,37.36777622
607278463,secondary,백운로,601.25,inside,inferred,inferred,inferred_highway_median,yes,0,0,17.5,4.5,4,127.00220005,37.37036526
610740204,service,,42.1,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95323885,37.30622465
610740205,service,,131.57,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95360395,37.30609774
610740206,service,,29.84,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95352376,37.30618876
610740207,service,,73.3,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95406089,37.3062054
610740208,service,,159.19,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.9542817,37.30649622
610740210,service,,135.21,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95386959,37.30630931
610740213,service,,124.47,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95369868,37.30623947
610740215,service,,74.82,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.95335146,37.30675612
610740217,service,,157.17,inside,inferred,inferred,inferred_global_median,yes,0,0,57.511,25.275,305,126.954154,37.3064038
